Zipcode,Address,Median Age,Household Income,Per Capita Income,Lat,Lng,Bank Count
41649,"Martin, KY 41649, USA",41.4,25458.0,15356,37.5806385,-82.8317486,2
49036,"Coldwater, MI 49036, USA",41.6,42635.0,21336,41.9327779,-85.0649071,18
27541,"Hurdle Mills, NC 27541, USA",45.1,56346.0,27996,36.2603922,-79.08710050000000,0
50201,"Nevada, IA 50201, USA",40.4,56619.0,28908,42.065743,-93.4599326,7
56371,"Roscoe, MN 56371, USA",52.1,51250.0,26395,45.4335666,-94.6389975,1
78885,"Vanderpool, TX 78885, USA",55.5,80417.0,38706,29.7918251,-99.5228528,0
87734,"Ocate, NM 87734, USA",60.4,42813.0,19060,36.2069433,-105.0791228,0
55735,"Finlayson, MN 55735, USA",49.0,40592.0,23097,46.2074923,-93.02639340000000,0
69130,"Cozad, NE 69130, USA",41.6,46899.0,21825,40.8911427,-99.9465077,4
44305,"Akron, OH 44305, USA",37.6,36944.0,18868,41.0745913,-81.46085600000000,89
16930,"Liberty, PA 16930, USA",41.0,44934.0,20611,41.5701913,-77.1255055,1
04418,"Greenbush, ME 04418, USA",42.0,37955.0,19692,32.5256874,-95.74797890000000,0
48416,"Brown City, MI 48416, USA",38.6,43397.0,20143,43.2102347,-82.9716617,4
53816,"Mt Hope, WI 53816, USA",33.4,44375.0,18813,42.9580239,-90.8484524,1
76373,"Oklaunion, TX 76373, USA",36.4,45948.0,15359,34.1466902,-99.12347950000000,0
85606,"Cochise, AZ 85606, USA",53.4,27406.0,17731,32.05452400000000,-109.9020509,0
03077,"Raymond, NH 03077, USA",39.5,61488.0,27774,30.2245634,-93.3593277,23
18519,"Scranton, PA 18519, USA",41.6,38990.0,24672,41.4635035,-75.626628,90
59542,"Turner, MT 59542, USA",34.0,33214.0,17982,48.8372286,-108.312058,0
32409,"Panama City, FL 32409, USA",41.4,50461.0,24300,30.3424229,-85.7051116,1
92252,"Joshua Tree, CA 92252, USA",45.0,42338.0,22951,34.193766,-116.2540856,1
41564,"Sidney, KY 41564, USA",34.3,41806.0,16302,37.6143052,-82.3560389,0
95008,"Campbell, CA 95008, USA",37.3,87204.0,44023,37.2770029,-121.9529992,151
66088,"Valley Falls, KS 66088, USA",42.8,50667.0,25268,39.3183799,-95.435853,1
53936,"Grand Marsh, WI 53936, USA",37.3,44583.0,13364,43.8382903,-89.7098185,1
54524,"Fifield, WI 54524, USA",44.7,43047.0,24178,45.8462439,-90.40548610000000,0
60565,"Naperville, IL 60565, USA",40.8,113581.0,45408,41.7353591,-88.1193763,121
54979,"Van Dyne, WI 54979, USA",42.9,65313.0,26566,43.867169,-88.50817650000000,3
14304,"Niagara Falls, NY 14304, USA",44.7,47878.0,25791,43.0939533,-78.9627624,17
61270,"Morrison, IL 61270, USA",45.2,54206.0,27990,41.8004348,-89.9626799,6
51433,"Auburn, IA 51433, USA",48.3,47500.0,22422,42.2708877,-94.8728093,0
72833,"Danville, AR 72833, USA",36.7,41512.0,17870,35.0111286,-93.4801349,0
27262,"High Point, NC 27262, USA",38.5,39867.0,22889,35.9679365,-80.0423151,34
98362,"Port Angeles, WA 98362, USA",47.5,43827.0,25914,48.0962308,-123.3006354,2
63014,"Berger, MO 63014, USA",48.4,32188.0,19712,38.6662286,-91.3469247,1
79778,"Rankin, TX 79778, USA",44.6,61806.0,28706,31.1870316,-101.9119871,1
13635,"Edwards, NY 13635, USA",46.0,33194.0,21320,44.2825835,-75.2452318,0
17946,"Lost Creek, PA 17946, USA",62.1,15469.0,10440,40.8058719,-76.2445864,9
65243,"Clark, MO 65243, USA",29.3,55885.0,16802,39.2809755,-92.3427191,1
77807,"Bryan, TX 77807, USA",30.2,42154.0,19089,30.665991,-96.47165800000000,0
37737,"Friendsville, TN 37737, USA",45.7,54405.0,29839,35.76046,-84.1118458,1
54022,"River Falls, WI 54022, USA",28.8,60016.0,27608,44.858921,-92.5792482,5
18473,"White Mills, PA 18473, USA",41.8,50052.0,27326,41.529045,-75.2143584,19
00757,"Santa Isabel, 00757, Puerto Rico",34.3,18033.0,9412,39.8487918,-82.3157094,3
92310,"Fort Irwin, CA 92310, USA",22.7,49778.0,19066,35.2682707,-116.7142835,1
32683,"Otter Creek, FL 32683, USA",45.9,36563.0,13575,29.2720518,-82.7751622,0
15018,"Buena Vista, PA 15018, USA",44.1,50588.0,20773,40.286781,-79.78764490000000,13
59846,"Huson, MT 59846, USA",58.5,52891.0,26606,47.1334522,-114.4918933,0
25253,"Letart, WV 25253, USA",38.9,40245.0,18032,38.8993559,-81.97529950000000,0
79703,"Midland, TX 79703, USA",30.5,57842.0,23946,31.9810423,-102.1346874,78
17018,"Dauphin, PA 17018, USA",47.1,58438.0,32552,40.4011263,-76.8836261,7
28327,"Carthage, NC 28327, USA",40.6,51609.0,23841,35.40687,-79.4253776,5
72039,"Damascus, AR 72039, USA",40.8,33857.0,19838,35.3440282,-92.4406387,2
52362,"Wyoming, IA 52362, USA",49.1,38359.0,27973,42.0540378,-91.0011902,3
08340,"Milmay, NJ 08340, USA",42.0,100250.0,39030,36.213002,-93.8660913,0
58075,"Wahpeton, ND 58075, USA",35.9,51179.0,27588,46.2817215,-96.69927780000000,12
28349,"Kenansville, NC 28349, USA",38.3,39057.0,15572,34.9812417,-77.9053182,5
78214,"San Antonio, TX 78214, USA",33.6,27222.0,13595,29.3172731,-98.4677851,33
33559,"Lutz, FL 33559, USA",34.4,55643.0,27345,28.1537767,-82.4156829,58
55802,"Duluth, MN 55802, USA",59.5,24674.0,31860,46.7534028,-92.0681618,52
48469,"Port Sanilac, MI 48469, USA",56.4,44438.0,25798,43.4238357,-82.5510469,2
44510,"Youngstown, OH 44510, USA",35.5,13917.0,9907,41.1280414,-80.6715317,59
98012,"Bothell, WA 98012, USA",37.2,88283.0,39165,47.837259,-122.2155191,122
44273,"Seville, OH 44273, USA",44.5,65368.0,30043,41.0123359,-81.84429340000000,12
23055,"Fork Union, VA 23055, USA",48.0,59648.0,21737,37.7788311,-78.2362225,1
31771,"Norman Park, GA 31771, USA",32.9,33524.0,17690,31.2664145,-83.6561215,0
76599,"Gatesville, TX 76599, USA",35.0,,8815,31.4748803,-97.7367476,8
17327,"Glen Rock, PA 17327, USA",46.7,67791.0,32177,39.7719423,-76.7567368,13
83313,"Bellevue, ID 83313, USA",35.4,45168.0,23296,43.3662171,-114.2796699,0
10553,"Mt Vernon, NY 10553, USA",40.7,58514.0,26137,40.9071072,-73.8213213,200
60305,"River Forest, IL 60305, USA",41.4,113317.0,62034,41.8940762,-87.8205864,194
91405,"Van Nuys, CA 91405, USA",32.0,38847.0,17645,34.2037124,-118.4571974,167
26205,"Craigsville, WV 26205, USA",41.8,32128.0,16382,38.3297234,-80.621591,2
01527,"Millbury, MA 01527, USA",43.0,71832.0,32329,33.6538868,-81.59899710000000,1
60421,"Elwood, IL 60421, USA",40.1,70485.0,30466,41.40575380000000,-88.1096118,1
49411,"Free Soil, MI 49411, USA",47.1,44450.0,25531,44.0925394,-86.2767995,0
12804,"Queensbury, NY 12804, USA",44.6,60152.0,32970,43.3228611,-73.7242486,28
45005,"Franklin, OH 45005, USA",40.5,52016.0,24292,39.543358,-84.3016021,41
98591,"Toledo, WA 98591, USA",49.0,50488.0,24795,46.46427690000000,-122.7398348,0
59752,"Three Forks, MT 59752, USA",44.0,51176.0,25177,45.8869053,-111.5684932,3
27249,"Gibsonville, NC 27249, USA",42.1,50095.0,25651,36.1663776,-79.59405440000000,0
28697,"Wilkesboro, NC 28697, USA",42.9,39945.0,25458,36.1365807,-81.22985300000000,17
48468,"Port Hope, MI 48468, USA",55.2,38882.0,22710,43.9642956,-82.79941940000000,1
35907,"Gadsden, AL 35907, USA",40.7,70147.0,26791,33.8890435,-86.0325629,4
97321,"Albany, OR 97321, USA",41.1,60271.0,27961,44.6393041,-123.1323005,21
72079,"Jefferson, AR 72079, USA",44.2,34375.0,20873,34.3891413,-92.1941598,1
50433,"Dougherty, IA 50433, USA",45.4,55781.0,41122,42.920982,-93.0375914,1
35117,"Mt Olive, AL 35117, USA",37.5,72500.0,29385,33.6793182,-86.8922723,11
76135,"Fort Worth, TX 76135, USA",39.8,52945.0,27715,32.8447037,-97.47059350000000,11
76377,"Petrolia, TX 76377, USA",41.3,48750.0,22710,34.0190414,-98.2760021,0
67835,"Cimarron, KS 67835, USA",33.4,52188.0,22510,37.9900677,-100.3048897,0
19944,"Fenwick Island, DE 19944, USA",63.7,62000.0,56948,38.4656784,-75.0552739,11
53156,"Palmyra, WI 53156, USA",42.4,53600.0,25161,42.8749223,-88.6144839,1
97146,"Warrenton, OR 97146, USA",40.1,41192.0,23133,46.12785120000000,-123.927441,3
92392,"Victorville, CA 92392, USA",27.9,58667.0,19090,34.4854334,-117.4203974,13
76638,"Crawford, TX 76638, USA",41.2,77679.0,36692,31.5368553,-97.4489531,1
